"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.709308497E0,-1.907578707E-1,5.628824234E-1,3.707671165E-1
7.714308497E0,-4.382151365E-1,5.334815979E-1,4.536046982E-1
7.719308497E0,-6.691344380E-1,4.672870636E-1,4.134021997E-1
7.724308497E0,-8.737725019E-1,3.663091660E-1,3.452914953E-1
7.729308497E0,-1.062702656E0,2.178373337E-1,2.572299242E-1
7.734308497E0,-1.201482534E0,6.589889526E-3,1.639248133E-1
7.739308497E0,-1.216520309E0,-2.414007187E-1,1.748819351E-1
7.744308497E0,-1.106251717E0,-4.659271240E-1,2.569130659E-1
7.749308497E0,-9.234262705E-1,-6.990518570E-1,3.720812798E-1
7.754308497E0,-7.029440999E-1,-9.455327988E-1,4.315609932E-1
7.759308497E0,-4.734171629E-1,-1.234727859E0,4.243698120E-1
7.764308497E0,-2.825257778E-1,-1.586915970E0,3.758695126E-1
7.769308497E0,-1.327611208E-1,-1.902100086E0,3.171286583E-1
7.774308497E0,-3.370308876E-2,-2.222682953E0,2.449936867E-1
7.779308497E0,1.005141735E-1,-2.549729347E0,2.458171844E-1
7.784308497E0,1.827428341E-1,-2.811374664E0,1.806902885E-1
7.789308497E0,2.703716755E-1,-3.067274094E0,9.339010715E-2
7.794308497E0,3.233596087E-1,-3.284422398E0,-3.572928905E-2
7.799308497E0,3.247842789E-1,-3.469257355E0,-1.730455160E-1
7.804308497E0,2.876609564E-1,-3.669466019E0,-3.022260666E-1
7.809308497E0,2.093434334E-1,-3.831892490E0,-4.712558985E-1
7.814308497E0,1.358473301E-1,-3.945644855E0,-5.749924183E-1
7.819308497E0,1.068648100E-1,-3.992623329E0,-7.038337588E-1
7.824308497E0,1.289734840E-1,-4.034231663E0,-8.462604284E-1
7.829308497E0,2.142416239E-1,-3.995070457E0,-1.000139713E0
7.834308497E0,2.475558519E-1,-3.974325657E0,-1.146792769E0
7.839308497E0,1.827220917E-1,-3.901892662E0,-1.246557474E0
7.844308497E0,1.119432449E-1,-3.839666367E0,-1.250093102E0
7.849308497E0,7.552742958E-2,-3.766658306E0,-1.082650542E0
7.854308497E0,9.116041660E-2,-3.661908150E0,-8.934208155E-1
7.859308497E0,1.070405245E-1,-3.527280331E0,-7.676624060E-1
7.864308497E0,1.761484146E-1,-3.350579262E0,-7.067040801E-1
7.869308497E0,2.663503885E-1,-3.154327869E0,-6.900458336E-1
7.874308497E0,3.132345676E-1,-2.984294415E0,-7.212792635E-1
7.879308497E0,3.581504822E-1,-2.827836990E0,-7.069902420E-1
7.884308497E0,3.409310579E-1,-2.694026947E0,-6.750149727E-1
7.889308497E0,2.661321163E-1,-2.578640938E0,-7.298592925E-1
7.894308497E0,2.169072628E-1,-2.450170040E0,-7.913283110E-1
7.899308497E0,2.193180323E-1,-2.273081779E0,-8.552133441E-1
7.904308497E0,1.971566677E-1,-2.106097221E0,-9.709571004E-1
7.909308497E0,1.513574123E-1,-1.936255932E0,-1.142969131E0
7.914308497E0,1.627593040E-1,-1.739676476E0,-1.341060638E0
7.919308497E0,1.951044798E-1,-1.542918205E0,-1.512776971E0
7.924308497E0,2.309582233E-1,-1.345445633E0,-1.586946964E0
7.929308497E0,3.003516197E-1,-1.126226425E0,-1.640443683E0
7.934308497E0,3.764779568E-1,-8.680553436E-1,-1.659691811E0
7.939308497E0,4.625306129E-1,-6.027774811E-1,-1.568253994E0
7.944308497E0,5.898522139E-1,-2.933683395E-1,-1.452146769E0
7.949308497E0,7.526473999E-1,3.135108948E-2,-1.336345673E0
7.954308497E0,8.778113127E-1,3.189249039E-1,-1.196029305E0
7.959308497E0,9.877780676E-1,6.142005920E-1,-1.013204932E0
7.964308497E0,1.033693552E0,8.668527603E-1,-9.171150923E-1
7.969308497E0,1.017873287E0,1.041531563E0,-8.592836261E-1
7.974308497E0,9.467099905E-1,1.164358139E0,-7.577761412E-1
7.979308497E0,8.632093668E-1,1.244297981E0,-6.899256110E-1
7.984308497E0,7.546310425E-1,1.272520065E0,-6.071398258E-1
7.989308497E0,6.680617332E-1,1.290627480E0,-4.553226233E-1
7.994308497E0,5.541185141E-1,1.345924377E0,-3.707295656E-1
7.999308497E0,3.933385611E-1,1.365782738E0,-3.153282404E-1
8.004308497E0,2.380706072E-1,1.412117004E0,-2.999546528E-1
8.009308497E0,1.717406511E-1,1.449538231E0,-2.978069782E-1
8.014308497E0,1.732134819E-1,1.479408264E0,-3.346225023E-1
8.019308497E0,3.518911600E-1,1.482735634E0,-3.722674847E-1
8.024308497E0,6.162418127E-1,1.437168121E0,-4.319105148E-1
8.029308497E0,9.262366295E-1,1.492038727E0,-4.332296848E-1
8.034308497E0,1.258837461E0,1.711422920E0,-3.323093653E-1
8.039308497E0,1.534591079E0,2.148652077E0,-8.522903919E-2
8.044308497E0,1.697510958E0,2.766932487E0,3.637169600E-1
8.049308497E0,1.688620210E0,3.400536537E0,9.520111084E-1
8.054308497E0,1.621847868E0,3.996723175E0,1.587089062E0
8.059308497E0,1.618294597E0,4.578267097E0,2.157588005E0
8.064308497E0,1.579784274E0,5.054200172E0,2.472439289E0
8.069308497E0,1.440179229E0,5.437075615E0,2.534940004E0
8.074308497E0,1.057875991E0,5.550823212E0,2.448601961E0
8.079308497E0,5.056571960E-1,5.500430107E0,2.298923731E0
8.084308497E0,-3.271679878E-1,5.229449272E0,2.085838795E0
8.089308497E0,-1.278717995E0,4.893717766E0,1.744233251E0
8.094308497E0,-2.263970613E0,4.467155457E0,1.318245053E0
8.099308497E0,-3.279499531E0,3.891438484E0,8.909380436E-1
8.104308497E0,-4.158251762E0,3.220466614E0,5.217306614E-1
8.109308497E0,-4.542160034E0,2.703391075E0,3.739961386E-1
8.114308497E0,-4.449830055E0,2.399869919E0,5.760282278E-1
8.119308497E0,-4.098026276E0,2.180297852E0,1.078418732E0
8.124308497E0,-3.760570765E0,1.930422783E0,1.708970785E0
8.129308497E0,-3.499597549E0,1.616194725E0,2.273114681E0
8.134308497E0,-3.262988091E0,1.306248665E0,2.704998016E0
8.139308497E0,-2.819262028E0,1.110280037E0,2.952573299E0
8.144308497E0,-2.248743534E0,9.113311768E-1,3.024616241E0
8.149308497E0,-1.826271176E0,4.793882370E-1,2.943434238E0
8.154308497E0,-1.230490923E0,1.362152100E-1,2.735133886E0
8.159308497E0,-4.677058458E-1,-2.375221252E-2,2.330496311E0
8.164308497E0,3.416305780E-1,-1.439218521E-1,1.732075095E0
8.169308497E0,1.018738151E0,-2.828760147E-1,1.060273886E0
8.174308497E0,1.371801615E0,-5.082588196E-1,4.439073801E-1
8.179308497E0,1.409548402E0,-7.932424545E-1,-5.220913887E-2
8.184308497E0,1.358260989E0,-8.491477966E-1,-4.059070349E-1
8.189308497E0,1.305519462E0,-7.629356384E-1,-4.703569412E-1
8.194308497E0,1.107262254E0,-7.110433578E-1,-2.219628096E-1
8.199308497E0,9.032734632E-1,-5.510959625E-1,1.335284710E-1
8.204308497E0,7.533257008E-1,-3.189907074E-1,4.236642122E-1
8.209308497E0,6.221215725E-1,-8.183479309E-3,4.868942499E-1
8.214308497E0,4.475058317E-1,2.049188614E-1,3.916254044E-1
8.219308497E0,8.083605766E-2,3.266134262E-1,2.558985949E-1
8.224308497E0,-4.076163769E-1,3.518381119E-1,1.737376451E-1
8.229308497E0,-8.907420635E-1,3.101072311E-1,7.466125488E-2
8.234308497E0,-1.358517766E0,1.967611313E-1,-3.737330437E-3
8.239308497E0,-1.781174898E0,1.800155640E-2,-9.984052181E-2
8.244308497E0,-2.090650082E0,-2.066202164E-1,-1.451541185E-1
8.249308497E0,-2.188337326E0,-4.613571167E-1,-1.634945869E-1
8.254308497E0,-2.046746731E0,-6.748743057E-1,-2.011442184E-1
8.259308497E0,-1.740977049E0,-9.001426697E-1,-2.000113726E-1
8.264308497E0,-1.404002428E0,-1.143232346E0,-2.217724323E-1
8.269308497E0,-1.105815172E0,-1.406210899E0,-2.696251869E-1
8.274308497E0,-8.706759214E-1,-1.711807251E0,-3.780140877E-1
8.279308497E0,-6.998904943E-1,-2.027469635E0,-5.237153769E-1
8.284308497E0,-5.611270666E-1,-2.302122116E0,-6.870120764E-1
8.289308497E0,-4.363933802E-1,-2.566060543E0,-7.833476663E-1
8.294308497E0,-3.386777639E-1,-2.823760986E0,-8.184129596E-1
8.299308497E0,-2.539182305E-1,-3.049350262E0,-8.468295336E-1
8.304308497E0,-1.363162994E-1,-3.208725929E0,-8.919932246E-1
8.309308497E0,-6.411409378E-2,-3.369064331E0,-8.546876311E-1
8.314308497E0,1.048576832E-2,-3.439593792E0,-8.455007076E-1
8.319308497E0,8.422672749E-2,-3.508482456E0,-8.877075911E-1
8.324308497E0,1.694936752E-1,-3.576394081E0,-9.782025814E-1
8.329308497E0,2.839946747E-1,-3.603415489E0,-1.061375141E0
8.334308497E0,3.490883112E-1,-3.640940666E0,-1.143325567E0
8.339308497E0,3.795773983E-1,-3.685657501E0,-1.187926292E0
8.344308497E0,3.977478743E-1,-3.719699860E0,-1.228729367E0
8.349308497E0,3.968104124E-1,-3.725181580E0,-1.217557311E0
8.354308497E0,3.824371099E-1,-3.711195469E0,-1.175290108E0
8.359308497E0,3.979866505E-1,-3.643625736E0,-1.104892612E0
8.364308497E0,4.530206919E-1,-3.539164066E0,-9.908116460E-1
8.369308497E0,4.749050140E-1,-3.402121544E0,-7.794166207E-1
8.374308497E0,4.987078905E-1,-3.210375309E0,-5.542170405E-1
8.379308497E0,5.410362482E-1,-3.018718243E0,-3.765105009E-1
8.384308497E0,6.175421476E-1,-2.815084934E0,-2.225540876E-1
8.389308497E0,7.278248072E-1,-2.599496841E0,-7.174658775E-2
8.394308497E0,8.476953506E-1,-2.380008221E0,6.890153885E-2
8.399308497E0,9.837396145E-1,-2.188816071E0,1.725921631E-1
8.404308497E0,1.098410845E0,-1.989141464E0,2.392822504E-1
8.409308497E0,1.133534789E0,-1.821016788E0,3.072546721E-1
8.414308497E0,1.092345834E0,-1.671010971E0,3.501417637E-1
8.419308497E0,1.028250575E0,-1.516869068E0,3.636597395E-1
8.424308497E0,1.020141006E0,-1.377696991E0,3.815993071E-1
8.429308497E0,1.072592854E0,-1.214127541E0,4.069489241E-1
8.434308497E0,1.163305640E0,-1.039351463E0,4.194563627E-1
8.439308497E0,1.172015429E0,-8.814830780E-1,4.642643929E-1
8.444308497E0,1.124675274E0,-7.329921722E-1,5.512822866E-1
8.449308497E0,1.076503873E0,-5.413122177E-1,5.725601912E-1
8.454308497E0,1.096417427E0,-3.862800598E-1,6.076420546E-1
8.459308497E0,1.164596081E0,-2.560281754E-1,6.994102001E-1
8.464308497E0,1.263432980E0,-1.561536789E-1,8.468214273E-1
8.469308497E0,1.368069410E0,-9.474658966E-2,9.915971756E-1
8.474308497E0,1.451390505E0,-5.971622467E-2,1.113286495E0
8.479308497E0,1.532843113E0,-1.418209076E-2,1.165423751E0
8.484308497E0,1.580531836E0,3.009700775E-2,1.197733283E0
8.489308497E0,1.589288116E0,1.114711761E-1,1.229417324E0
8.494308497E0,1.583895206E0,1.705102921E-1,1.189510107E0
8.499308497E0,1.593471169E0,2.070369720E-1,1.132677674E0
8.504308497E0,1.603438139E0,2.578458786E-1,1.042995334E0
8.509308497E0,1.634072900E0,3.262710571E-1,9.803627729E-1
8.514308497E0,1.637969732E0,3.919324875E-1,8.900047541E-1
8.519308497E0,1.646320462E0,4.759588242E-1,8.336246014E-1
8.524308497E0,1.595419407E0,5.892333984E-1,7.920774221E-1
8.529308497E0,1.547971845E0,7.331247330E-1,7.555223703E-1
8.534308497E0,1.549815655E0,8.599882126E-1,6.753352880E-1
8.539308497E0,1.616220713E0,8.893070221E-1,4.803884029E-1
8.544308497E0,1.778349638E0,8.845520020E-1,2.232062817E-1
8.549308497E0,2.060688019E0,9.449453354E-1,5.195546150E-2
8.554308497E0,2.365652323E0,1.086819649E0,2.366352081E-2
8.559308497E0,2.622521162E0,1.349086761E0,1.861848831E-1
8.564308497E0,2.730579376E0,1.772958755E0,5.237175226E-1
8.569308497E0,2.678800583E0,2.327257156E0,9.018266201E-1
8.574308497E0,2.540506601E0,2.936355591E0,1.216885090E0
8.579308497E0,2.396582842E0,3.572859764E0,1.415192962E0
8.584308497E0,2.302684784E0,4.195003510E0,1.479909420E0
8.589308497E0,2.223398209E0,4.704590797E0,1.418979645E0
8.594308497E0,1.897720695E0,5.100810051E0,1.296422601E0
8.599308497E0,1.303544283E0,5.296990395E0,1.041572571E0
8.604308497E0,3.310118914E-1,5.375051498E0,7.689118385E-1
8.609308497E0,-8.196679354E-1,5.337373734E0,5.010145903E-1
8.614308497E0,-1.960206985E0,5.289481163E0,1.079914570E-1
8.619308497E0,-3.238627434E0,4.947315216E0,-2.491781116E-1
8.624308497E0,-4.338932991E0,4.566439629E0,-8.898994923E-1
8.629308497E0,-5.221409798E0,4.053875923E0,-1.537039042E0
8.634308497E0,-5.663627625E0,3.464987755E0,-2.135334015E0
8.639308497E0,-5.635276318E0,2.962382317E0,-2.543607235E0
8.644308497E0,-5.201994419E0,2.553246498E0,-2.667778015E0
8.649308497E0,-4.558113098E0,2.193332672E0,-2.564811230E0
8.654308497E0,-3.834009171E0,1.836388588E0,-2.326892138E0
8.659308497E0,-3.122386217E0,1.509376526E0,-2.088264704E0
8.664308497E0,-2.420984745E0,1.201196671E0,-1.852389455E0
8.669308497E0,-1.828894138E0,8.638067245E-1,-1.425933957E0
8.674308497E0,-1.201099873E0,6.870117188E-1,-9.135534763E-1
8.679308497E0,-6.076751351E-1,5.678834915E-1,-4.936836362E-1
8.684308497E0,-5.218183994E-2,4.997425079E-1,-1.862983704E-1
8.689308497E0,4.142475128E-1,5.355262756E-1,2.417171001E-2
8.694308497E0,7.941091061E-1,5.889558792E-1,1.545215845E-1
8.699308497E0,1.030855298E0,5.907135010E-1,1.906521320E-1
8.704308497E0,1.183430433E0,6.428794861E-1,1.615310907E-1
8.709308497E0,1.249486685E0,6.439342499E-1,1.700801849E-1
8.714308497E0,1.225386381E0,6.076517105E-1,1.596773863E-1
8.719308497E0,1.123809695E0,6.207780838E-1,1.268756390E-1
8.724308497E0,1.001094699E0,7.024316788E-1,1.113061905E-1
8.729308497E0,8.427578211E-1,7.781724930E-1,7.302808762E-2
8.734308497E0,6.006932259E-1,8.175506592E-1,1.220337152E-1
8.739308497E0,3.048243523E-1,8.798809052E-1,2.541452646E-1
8.744308497E0,-8.033025265E-2,8.638200760E-1,3.952864408E-1
8.749308497E0,-5.905239582E-1,7.998294830E-1,5.162041187E-1
8.754308497E0,-1.086368799E0,7.212886810E-1,5.337874889E-1
8.759308497E0,-1.440479636E0,5.191144943E-1,5.112996101E-1
8.764308497E0,-1.559232235E0,3.497457504E-1,4.577687979E-1
8.769308497E0,-1.455158353E0,2.138166428E-1,4.389613867E-1
8.774308497E0,-1.235069036E0,6.738471985E-2,4.152401686E-1
8.779308497E0,-1.081831932E0,-1.905145645E-1,4.510122538E-1
8.784308497E0,-9.386552572E-1,-5.095767975E-1,4.967997074E-1
8.789308497E0,-6.924607754E-1,-8.062419891E-1,4.156422615E-1
8.794308497E0,-4.954571724E-1,-1.172485352E0,3.558955193E-1
8.799308497E0,-3.489181399E-1,-1.585501671E0,3.776859045E-1
8.804308497E0,-1.544517279E-1,-1.945582867E0,3.383873701E-1
8.809308497E0,8.475852013E-2,-2.240246773E0,3.372820616E-1
8.814308497E0,3.526697159E-1,-2.561536789E0,3.050463200E-1
8.819308497E0,5.735493898E-1,-2.880301952E0,2.057074308E-1
8.824308497E0,6.758723259E-1,-3.192722321E0,5.952465534E-2
8.829308497E0,7.136774063E-1,-3.495199680E0,-7.907652855E-2
8.834308497E0,7.488981485E-1,-3.751518726E0,-1.970549822E-1
8.839308497E0,7.421915531E-1,-3.956099510E0,-2.914259434E-1
8.844308497E0,7.116311789E-1,-4.124897003E0,-4.044348598E-1
8.849308497E0,6.531460285E-1,-4.225500107E0,-4.543034434E-1
8.854308497E0,5.673005581E-1,-4.281204700E0,-5.313069224E-1
8.859308497E0,4.539285898E-1,-4.301568508E0,-5.773898959E-1
8.864308497E0,3.466534615E-1,-4.293802738E0,-5.856127739E-1
8.869308497E0,2.083394527E-1,-4.241158009E0,-6.524269581E-1
8.874308497E0,6.100666523E-2,-4.133272171E0,-7.492395043E-1
8.879308497E0,2.489006519E-2,-3.953281403E0,-8.230611086E-1
8.884308497E0,2.072775364E-2,-3.771801472E0,-8.643435836E-1
8.889308497E0,-9.622931480E-3,-3.616596222E0,-8.958908916E-1
8.894308497E0,-4.049170017E-2,-3.494408131E0,-9.141752720E-1
8.899308497E0,-6.039845943E-2,-3.393072128E0,-9.186202288E-1
8.904308497E0,-3.795194626E-2,-3.286489010E0,-9.229213595E-1
8.909308497E0,-1.270437241E-2,-3.207978725E0,-9.454779625E-1
8.914308497E0,3.065121174E-2,-3.141849041E0,-9.273825288E-1
8.919308497E0,1.044991016E-1,-3.070396423E0,-8.956505656E-1
8.924308497E0,1.735774279E-1,-2.937068939E0,-8.903444409E-1
8.929308497E0,2.585041523E-1,-2.773676872E0,-9.231520295E-1
8.934308497E0,3.623535633E-1,-2.613564968E0,-9.632210732E-1
8.939308497E0,4.350124598E-1,-2.445497990E0,-9.955175519E-1
8.944308497E0,4.762847424E-1,-2.285098553E0,-1.065981984E0
8.949308497E0,4.648633003E-1,-2.138027191E0,-1.128409505E0
8.954308497E0,4.752877951E-1,-1.971720219E0,-1.164717793E0
8.959308497E0,4.920893908E-1,-1.772127151E0,-1.254265785E0
8.964308497E0,5.004434586E-1,-1.563263416E0,-1.352798939E0
8.969308497E0,4.584790468E-1,-1.348360062E0,-1.409388065E0
8.974308497E0,4.030914307E-1,-1.127955437E0,-1.434676647E0
8.979308497E0,3.747173548E-1,-8.693923950E-1,-1.492318392E0
8.984308497E0,3.612883091E-1,-5.631036758E-1,-1.524637580E0
8.989308497E0,4.348731041E-1,-1.931838989E-1,-1.474852204E0
8.994308497E0,5.550411940E-1,1.744470596E-1,-1.464148521E0
8.999308497E0,6.877331734E-1,5.217170715E-1,-1.426946521E0
9.004308497E0,8.251767159E-1,8.522090912E-1,-1.308544397E0
9.009308497E0,9.260712862E-1,1.168669701E0,-1.182421327E0
9.014308497E0,9.556021690E-1,1.432593346E0,-1.067702293E0
9.019308497E0,1.008244157E0,1.635186195E0,-9.845018387E-1
9.024308497E0,1.052343607E0,1.802544594E0,-8.664511442E-1
9.029308497E0,9.950938225E-1,1.876938820E0,-6.936118007E-1
9.034308497E0,8.871085644E-1,1.903706551E0,-5.216468573E-1
9.039308497E0,7.042968273E-1,1.993893623E0,-4.929986000E-1
9.044308497E0,5.347794294E-1,2.027140617E0,-4.357064962E-1
9.049308497E0,4.073262215E-1,2.083562851E0,-3.395988941E-1
9.054308497E0,3.092864752E-1,2.091596603E0,-3.425527811E-1
9.059308497E0,3.953822851E-1,2.036829948E0,-4.076864719E-1
9.064308497E0,6.032407284E-1,1.912930489E0,-4.170123339E-1
9.069308497E0,7.925986052E-1,1.760866165E0,-4.646807909E-1
9.074308497E0,9.534968138E-1,1.560059547E0,-5.512771606E-1
9.079308497E0,1.067273259E0,1.307152748E0,-6.052876115E-1
9.084308497E0,1.157161355E0,1.022819519E0,-5.748658180E-1
9.089308497E0,1.311939359E0,8.496341705E-1,-4.874137640E-1
9.094308497E0,1.473545313E0,8.184537888E-1,-2.180709839E-1
9.099308497E0,1.640396595E0,1.085322380E0,2.998082638E-1
9.104308497E0,1.713880301E0,1.624642372E0,9.748538733E-1
9.109308497E0,1.815127015E0,2.375404358E0,1.673283219E0
9.114308497E0,1.982587218E0,3.156137466E0,2.212355614E0
9.119308497E0,2.150114298E0,3.814987183E0,2.552864075E0
9.124308497E0,2.035774231E0,4.215685844E0,2.771286964E0
9.129308497E0,1.446669817E0,4.204373360E0,2.802184105E0
9.134308497E0,5.289431810E-1,3.972788811E0,2.597282410E0
9.139308497E0,-5.301760435E-1,3.776207924E0,2.262920141E0
9.144308497E0,-1.619157195E0,3.644830704E0,1.989783764E0
9.149308497E0,-2.669108391E0,3.481356621E0,1.608539343E0
9.154308497E0,-3.431766510E0,3.230390549E0,1.239986300E0
9.159308497E0,-3.736916780E0,2.965765953E0,9.498835802E-1
9.164308497E0,-3.648928642E0,2.739082336E0,9.602693319E-1
9.169308497E0,-3.291234732E0,2.608684540E0,1.078407407E0
9.174308497E0,-2.951964617E0,2.575360298E0,1.352718234E0
9.179308497E0,-2.644592762E0,2.504518509E0,1.838439822E0
9.184308497E0,-2.376234055E0,2.421350479E0,2.346183777E0
9.189308497E0,-2.047420263E0,2.371624947E0,2.648013115E0
9.194308497E0,-1.602812886E0,2.281713486E0,2.737947464E0
9.199308497E0,-1.091933608E0,2.134937286E0,2.655622005E0
9.204308497E0,-5.910049677E-1,1.985395432E0,2.468436956E0
9.209308497E0,-2.318781614E-1,1.694796562E0,2.193402290E0
9.214308497E0,-3.094959259E-2,1.341105461E0,2.010117531E0
9.219308497E0,1.415361166E-1,1.080789566E0,1.801743984E0
9.224308497E0,3.191028833E-1,9.196243286E-1,1.469813108E0
9.229308497E0,5.294150114E-1,8.920030594E-1,1.102334738E0
9.234308497E0,6.859252453E-1,9.030466080E-1,7.120002508E-1
9.239308497E0,7.558230162E-1,8.830194473E-1,4.714748859E-1
9.244308497E0,7.986634970E-1,8.485374451E-1,3.713910580E-1
9.249308497E0,6.217576265E-1,7.773008347E-1,3.127380610E-1
9.254308497E0,4.742263556E-1,6.920099258E-1,1.517649889E-1
9.259308497E0,2.261674404E-1,6.421794891E-1,2.066195011E-2
9.264308497E0,-2.566230297E-2,5.948772430E-1,-1.062492132E-1
9.269308497E0,-3.037362695E-1,4.357919693E-1,-2.793101072E-1
9.274308497E0,-5.951476693E-1,3.296499252E-1,-4.993327856E-1
9.279308497E0,-8.832967281E-1,1.353521347E-1,-6.409946680E-1
9.284308497E0,-1.178011775E0,-1.272230148E-1,-7.171385288E-1
9.289308497E0,-1.369328499E0,-4.130945206E-1,-6.890035868E-1
9.294308497E0,-1.442243218E0,-7.042322159E-1,-5.291894674E-1
9.299308497E0,-1.394314766E0,-9.776182175E-1,-3.209334612E-1
9.304308497E0,-1.277828932E0,-1.204296112E0,-1.513078213E-1
9.309308497E0,-1.118960261E0,-1.411317825E0,-1.072999239E-1
9.314308497E0,-9.688078761E-1,-1.645943165E0,-1.554189920E-1
9.319308497E0,-8.160755634E-1,-1.880865097E0,-2.288383245E-1
9.324308497E0,-6.230864525E-1,-2.106388092E0,-3.002746105E-1
9.329308497E0,-4.550932646E-1,-2.355989456E0,-3.980625868E-1
9.334308497E0,-2.940216064E-1,-2.595814228E0,-4.915231466E-1
9.339308497E0,-1.529188156E-1,-2.825919628E0,-5.809564590E-1
9.344308497E0,-4.718279839E-2,-3.003591537E0,-6.854562163E-1
9.349308497E0,-3.561425209E-2,-3.233504295E0,-7.768947482E-1
9.354308497E0,-1.667304635E-1,-3.430903912E0,-8.545041084E-1
9.359308497E0,-2.599500418E-1,-3.555040359E0,-9.871433377E-1
9.364308497E0,-2.887852192E-1,-3.649118423E0,-1.140160561E0
9.369308497E0,-1.591913104E-1,-3.715577126E0,-1.305701733E0
9.374308497E0,9.761643410E-2,-3.699142933E0,-1.471526265E0
9.379308497E0,3.151161671E-1,-3.653557301E0,-1.552963257E0
9.384308497E0,3.629055023E-1,-3.695817471E0,-1.467034101E0
9.389308497E0,3.541113138E-1,-3.710144997E0,-1.490669012E0
9.394308497E0,3.034062386E-1,-3.705356121E0,-1.430119753E0
9.399308497E0,2.175437212E-1,-3.681977749E0,-1.270177960E0
9.404308497E0,2.423297167E-1,-3.620553493E0,-1.137478113E0
9.409308497E0,4.482855797E-1,-3.462884903E0,-1.055680752E0
9.414308497E0,7.575137615E-1,-3.294147015E0,-8.951402903E-1
9.419308497E0,1.012381792E0,-3.170118332E0,-7.660782337E-1
9.424308497E0,1.154036999E0,-3.096397877E0,-5.977366567E-1
9.429308497E0,1.230560064E0,-2.984038830E0,-3.874794245E-1
9.434308497E0,1.295115829E0,-2.895654678E0,-2.570307255E-1
9.439308497E0,1.374326944E0,-2.808012962E0,-1.793360710E-1
9.444308497E0,1.426037073E0,-2.696942329E0,-1.496335268E-1
9.449308497E0,1.396089077E0,-2.542954445E0,-1.581015587E-1
9.454308497E0,1.371875644E0,-2.368942261E0,-2.252535820E-1
9.459308497E0,1.342557192E0,-2.197570801E0,-2.732309103E-1
9.464308497E0,1.354417562E0,-2.028575897E0,-2.251205444E-1
9.469308497E0,1.380733252E0,-1.815984249E0,-1.695203781E-1
9.474308497E0,1.409841299E0,-1.594259739E0,-9.658765793E-2
9.479308497E0,1.455028534E0,-1.379337311E0,-2.698779106E-3
9.484308497E0,1.500956893E0,-1.143161774E0,1.457122564E-1
9.489308497E0,1.531021476E0,-8.598289490E-1,3.563970327E-1
9.494308497E0,1.525020242E0,-5.654611588E-1,6.094994545E-1
9.499308497E0,1.505321264E0,-2.651405334E-1,8.222852945E-1
9.504308497E0,1.404624701E0,5.029678345E-3,1.031365633E0
9.509308497E0,1.344631076E0,3.154668808E-1,1.193840861E0
9.514308497E0,1.376272440E0,6.108732224E-1,1.282384992E0
9.519308497E0,1.444158316E0,8.815259933E-1,1.340092421E0
9.524308497E0,1.531884551E0,1.106687546E0,1.409561515E0
9.529308497E0,1.632893085E0,1.319569588E0,1.443477750E0
9.534308497E0,1.725571990E0,1.452342033E0,1.408177972E0
9.539308497E0,1.735013723E0,1.517004967E0,1.320816278E0
9.544308497E0,1.695641279E0,1.522303581E0,1.196169496E0
9.549308497E0,1.654001713E0,1.480114937E0,1.153201580E0
9.554308497E0,1.607910991E0,1.443598747E0,1.157444596E0
9.559308497E0,1.635566950E0,1.450325012E0,1.152770638E0
9.564308497E0,1.719063282E0,1.507734299E0,1.088546515E0
9.569308497E0,1.869033456E0,1.536572456E0,9.533004761E-1
9.574308497E0,1.966438293E0,1.550228119E0,8.240239620E-1
9.579308497E0,2.038610458E0,1.528963089E0,7.704298496E-1
9.584308497E0,2.057790995E0,1.549920082E0,7.936887741E-1
9.589308497E0,2.080703020E0,1.732471466E0,9.324460030E-1
9.594308497E0,2.216949224E0,2.110309601E0,1.122657895E0
9.599308497E0,2.496663332E0,2.706192970E0,1.293783665E0
9.604308497E0,2.776391506E0,3.380894661E0,1.368810773E0
9.609308497E0,2.942181587E0,4.070504189E0,1.400630355E0
9.614308497E0,2.935124874E0,4.747615814E0,1.353962421E0
9.619308497E0,2.703304052E0,5.295499802E0,1.239955783E0
9.624308497E0,2.245871544E0,5.746885300E0,1.043045521E0
9.629308497E0,1.529541969E0,6.084802628E0,8.612300158E-1
9.634308497E0,4.544189572E-1,6.344325066E0,8.528785706E-1
9.639308497E0,-8.634428978E-1,6.482645988E0,8.019264936E-1
9.644308497E0,-2.277981043E0,6.454185486E0,6.890720129E-1
9.649308497E0,-3.579161406E0,6.228929520E0,4.693685770E-1
9.654308497E0,-4.719648838E0,5.839957237E0,9.511935711E-2
9.659308497E0,-5.648625851E0,5.281066895E0,-4.674722552E-1
9.664308497E0,-6.335198402E0,4.577676773E0,-1.216073513E0
9.669308497E0,-6.660584927E0,3.873534203E0,-1.999039650E0
9.674308497E0,-6.589084625E0,3.248376846E0,-2.571365833E0
9.679308497E0,-6.234285355E0,2.766498566E0,-2.760161400E0
9.684308497E0,-5.744020939E0,2.338655472E0,-2.695272446E0
9.689308497E0,-5.158247948E0,1.924192429E0,-2.491647243E0
9.694308497E0,-4.429379463E0,1.595065117E0,-2.256268024E0
9.699308497E0,-3.556029320E0,1.280806541E0,-1.895431757E0
9.704308497E0,-2.575536966E0,9.981164932E-1,-1.310155630E0
