"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.706430863E1,-3.016515970E-1,-2.064467907E0,-1.386600733E0
7.706930863E1,-1.814389229E-1,-1.804773331E0,-1.402371526E0
7.707430863E1,-6.300818920E-2,-1.535445690E0,-1.406134129E0
7.707930863E1,7.999980450E-2,-1.220945358E0,-1.369387388E0
7.708430863E1,2.463767529E-1,-8.753395081E-1,-1.323282003E0
7.708930863E1,4.526178837E-1,-5.129890442E-1,-1.251349449E0
7.709430863E1,7.185508013E-1,-6.549453735E-2,-1.188837528E0
7.709930863E1,9.949553013E-1,4.507226944E-1,-1.095517278E0
7.710430863E1,1.238053679E0,9.651441574E-1,-9.544072151E-1
7.710930863E1,1.398197532E0,1.415875435E0,-8.005180359E-1
7.711430863E1,1.422337174E0,1.738502502E0,-7.333991528E-1
7.711930863E1,1.404460192E0,1.948503494E0,-6.760218143E-1
7.712430863E1,1.234266162E0,2.095444679E0,-6.335844994E-1
7.712930863E1,9.494326115E-1,2.151017189E0,-5.959430933E-1
7.713430863E1,6.418241262E-1,2.147426605E0,-5.921928883E-1
7.713930863E1,4.006116390E-1,2.143945694E0,-5.420135260E-1
7.714430863E1,2.690958977E-1,2.199789047E0,-5.083384514E-1
7.714930863E1,1.904741526E-1,2.386837959E0,-5.607240200E-1
7.715430863E1,2.772213221E-1,2.550022125E0,-4.910254478E-1
7.715930863E1,4.377385378E-1,2.664739609E0,-2.648222446E-1
7.716430863E1,6.632553339E-1,2.657524109E0,-6.577968597E-2
7.716930863E1,9.241042137E-1,2.547049522E0,9.459257126E-3
7.717430863E1,1.173049331E0,2.366394997E0,-1.318049431E-2
7.717930863E1,1.311976194E0,2.078723907E0,-1.177122593E-1
7.718430863E1,1.452772260E0,1.781915665E0,-1.833319664E-1
7.718930863E1,1.552805781E0,1.765623093E0,7.462382317E-2
7.719430863E1,1.571278691E0,1.958429337E0,6.016240120E-1
7.719930863E1,1.508581161E0,2.403725624E0,1.204653263E0
7.720430863E1,1.395260453E0,3.032657623E0,1.805206299E0
7.720930863E1,1.347099543E0,3.758520126E0,2.242461920E0
7.721430863E1,1.453934908E0,4.488759995E0,2.576135635E0
7.721930863E1,1.636434197E0,5.072265625E0,2.689093113E0
7.722430863E1,1.780154467E0,5.408315659E0,2.458779573E0
7.722930863E1,1.485473633E0,5.312927246E0,2.080751181E0
7.723430863E1,7.792555094E-1,4.939851761E0,1.721763849E0
7.723930863E1,-1.513963938E-1,4.492872238E0,1.511728525E0
7.724430863E1,-1.148299575E0,4.053368568E0,1.475999355E0
7.724930863E1,-2.046840429E0,3.637728691E0,1.464221716E0
7.725430863E1,-2.771876335E0,3.231312752E0,1.395369053E0
7.725930863E1,-3.123084545E0,2.870674133E0,1.523700237E0
7.726430863E1,-2.983995438E0,2.761495590E0,1.776476383E0
7.726930863E1,-2.755043030E0,2.569267273E0,2.338757038E0
7.727430863E1,-2.579813004E0,2.346782684E0,2.771059752E0
7.727930863E1,-2.447932482E0,2.084712029E0,3.166120052E0
7.728430863E1,-2.266909599E0,1.847468376E0,3.115161180E0
7.728930863E1,-2.015039682E0,1.584875107E0,3.008701563E0
7.729430863E1,-1.697334290E0,1.318040848E0,2.937411547E0
7.729930863E1,-1.353613615E0,1.064505577E0,2.573141813E0
7.730430863E1,-9.404632449E-1,8.654079437E-1,2.088932276E0
7.730930863E1,-5.459128618E-1,6.857452393E-1,1.672386885E0
7.731430863E1,-1.766645908E-1,5.481519699E-1,1.284859896E0
7.731930863E1,1.259950399E-1,4.809865952E-1,8.960862160E-1
7.732430863E1,3.464231491E-1,5.130958557E-1,5.509705544E-1
7.732930863E1,4.520020485E-1,5.712633133E-1,3.066585064E-1
7.733430863E1,5.090546608E-1,6.277179718E-1,1.221549511E-1
7.733930863E1,5.098741055E-1,6.999645233E-1,2.925109863E-2
7.734430863E1,4.419736862E-1,7.379646301E-1,1.285140514E-1
7.734930863E1,2.676521540E-1,7.921228409E-1,2.015044689E-1
7.735430863E1,4.285562038E-2,8.478651047E-1,2.289469242E-1
7.735930863E1,-1.566710472E-1,8.552141190E-1,2.407305241E-1
7.736430863E1,-3.518216610E-1,9.022445679E-1,2.381589413E-1
7.736930863E1,-5.843833685E-1,9.053096771E-1,1.233489513E-1
7.737430863E1,-7.706618309E-1,7.381544113E-1,8.241176605E-2
7.737930863E1,-9.470919371E-1,4.509992599E-1,6.694293022E-2
7.738430863E1,-1.136407614E0,1.332273483E-1,3.598213196E-2
7.738930863E1,-1.273361802E0,-1.949110031E-1,6.656146049E-2
7.739430863E1,-1.242915154E0,-4.759645462E-1,9.841203690E-3
7.739930863E1,-1.106121302E0,-7.367563248E-1,-1.888942719E-1
7.740430863E1,-9.168403149E-1,-1.070074081E0,-3.357071877E-1
7.740930863E1,-7.480025887E-1,-1.421072483E0,-4.954265356E-1
7.741430863E1,-5.598496795E-1,-1.823945999E0,-6.471799612E-1
7.741930863E1,-4.987406731E-1,-2.241971016E0,-8.022161722E-1
7.742430863E1,-4.786736965E-1,-2.636821747E0,-9.518584013E-1
7.742930863E1,-4.646430016E-1,-2.975683212E0,-1.053691745E0
7.743430863E1,-4.865673780E-1,-3.301975727E0,-1.158567429E0
7.743930863E1,-5.103563070E-1,-3.614779472E0,-1.254430652E0
7.744430863E1,-5.241187811E-1,-3.901817322E0,-1.327588439E0
7.744930863E1,-4.965826273E-1,-4.121498108E0,-1.413319349E0
7.745430863E1,-4.578512907E-1,-4.339506626E0,-1.514404774E0
7.745930863E1,-4.359116554E-1,-4.518290520E0,-1.622927189E0
7.746430863E1,-4.036835432E-1,-4.606804848E0,-1.727965117E0
7.746930863E1,-3.476887941E-1,-4.692617893E0,-1.768522978E0
7.747430863E1,-2.926054001E-1,-4.740688324E0,-1.803640723E0
7.747930863E1,-2.380925417E-1,-4.778017044E0,-1.890982151E0
7.748430863E1,-1.562731266E-1,-4.830298424E0,-1.914902806E0
7.748930863E1,-9.258759022E-2,-4.803459644E0,-1.898794889E0
7.749430863E1,-1.092662811E-1,-4.725261211E0,-1.838871479E0
7.749930863E1,-1.408370733E-1,-4.629243374E0,-1.741383195E0
7.750430863E1,-1.355408430E-1,-4.500638008E0,-1.600559950E0
7.750930863E1,-1.010534763E-1,-4.330853462E0,-1.365816832E0
7.751430863E1,-1.773488522E-2,-4.106968403E0,-1.176997900E0
7.751930863E1,1.536118984E-1,-3.894325733E0,-9.362365007E-1
7.752430863E1,3.612706661E-1,-3.622357368E0,-6.660107374E-1
7.752930863E1,5.614902973E-1,-3.318595409E0,-5.051059723E-1
7.753430863E1,7.693442106E-1,-3.031844139E0,-3.677475452E-1
7.753930863E1,9.672621489E-1,-2.801641941E0,-2.822567225E-1
7.754430863E1,1.179067373E0,-2.465788364E0,-2.048883438E-1
7.754930863E1,1.321067333E0,-2.131637096E0,-1.503269672E-1
7.755430863E1,1.382211447E0,-1.834986687E0,-1.798501015E-1
7.755930863E1,1.409252763E0,-1.624488354E0,-1.821247339E-1
7.756430863E1,1.428508282E0,-1.461139679E0,-1.454613209E-1
7.756930863E1,1.428464293E0,-1.259290695E0,-2.595472336E-2
7.757430863E1,1.405559778E0,-1.001138687E0,1.362137794E-1
7.757930863E1,1.368479252E0,-6.974649429E-1,2.704236507E-1
7.758430863E1,1.380275965E0,-3.656339645E-1,4.409792423E-1
7.758930863E1,1.423103094E0,5.725860596E-3,6.100304127E-1
7.759430863E1,1.480956197E0,3.468694687E-1,7.685832977E-1
7.759930863E1,1.571590185E0,7.025041580E-1,9.313921928E-1
7.760430863E1,1.700730443E0,1.009165764E0,9.975097179E-1
7.760930863E1,1.831842661E0,1.274824142E0,9.699051380E-1
7.761430863E1,1.935898900E0,1.453633308E0,9.166803360E-1
7.761930863E1,1.994366050E0,1.549465179E0,9.301075935E-1
7.762430863E1,1.991604328E0,1.543401718E0,1.016664505E0
7.762930863E1,1.892006397E0,1.450068474E0,1.040039778E0
7.763430863E1,1.904083729E0,1.424879074E0,1.098024607E0
7.763930863E1,2.144550323E0,1.546630859E0,1.085772753E0
7.764430863E1,2.506545782E0,1.714414597E0,9.077165127E-1
7.764930863E1,2.835498333E0,1.760221481E0,6.721913815E-1
7.765430863E1,2.967019558E0,1.668228149E0,4.580411911E-1
7.765930863E1,2.819856167E0,1.439691544E0,4.080982208E-1
7.766430863E1,2.742643833E0,1.292430878E0,4.130327702E-1
7.766930863E1,2.667265177E0,1.349243164E0,4.862086773E-1
7.767430863E1,2.558067083E0,1.574766159E0,7.994077206E-1
7.767930863E1,2.431831360E0,1.931331635E0,1.130059838E0
7.768430863E1,2.364261150E0,2.479523659E0,1.395484090E0
7.768930863E1,2.378345251E0,3.236560822E0,1.609965086E0
7.769430863E1,2.195922852E0,3.974760056E0,1.892148018E0
7.769930863E1,1.905336380E0,4.604254723E0,2.089134932E0
7.770430863E1,1.655817032E0,5.186445236E0,1.900496960E0
7.770930863E1,1.364392519E0,5.691841125E0,1.350385189E0
7.771430863E1,7.709586620E-1,5.883367538E0,6.924955845E-1
7.771930863E1,-1.257371902E-1,5.820809364E0,5.158865452E-2
7.772430863E1,-1.226045728E0,5.542671204E0,-4.325761795E-1
7.772930863E1,-2.400914907E0,5.064123154E0,-7.157830000E-1
7.773430863E1,-3.369375229E0,4.529659271E0,-9.342120290E-1
7.773930863E1,-3.994285345E0,4.070660591E0,-1.151863098E0
7.774430863E1,-4.266058445E0,3.645124435E0,-1.371595144E0
7.774930863E1,-4.243675709E0,3.240056038E0,-1.585076571E0
7.775430863E1,-4.028457165E0,2.866649628E0,-1.705613971E0
7.775930863E1,-3.774825096E0,2.527439117E0,-1.723318696E0
7.776430863E1,-3.477978230E0,2.263700485E0,-1.680078387E0
7.776930863E1,-3.140155315E0,1.951002121E0,-1.441396952E0
7.777430863E1,-2.714435577E0,1.672801018E0,-1.138754606E0
7.777930863E1,-2.150383711E0,1.473756790E0,-1.082051873E0
7.778430863E1,-1.561175227E0,1.300702095E0,-1.142839551E0
7.778930863E1,-1.047321081E0,1.184973717E0,-1.136373520E0
7.779430863E1,-6.498833895E-1,1.061224937E0,-1.020249248E0
7.779930863E1,-3.308546543E-1,9.633617401E-1,-8.285695314E-1
7.780430863E1,-8.666718006E-2,8.760051727E-1,-5.723662376E-1
7.780930863E1,7.125759125E-2,7.779350281E-1,-2.936419249E-1
7.781430863E1,3.094899654E-1,8.482522964E-1,-7.055568695E-2
7.781930863E1,3.088399172E-1,9.450883865E-1,9.932518005E-3
7.782430863E1,4.235011339E-1,1.078036308E0,-1.573166847E-1
7.782930863E1,4.808200598E-1,1.244531631E0,-2.119762897E-1
7.783430863E1,4.244031906E-1,1.364513397E0,-1.522145271E-1
7.783930863E1,2.639958858E-1,1.430680275E0,-3.286063671E-2
7.784430863E1,6.269717216E-2,1.416797638E0,5.825114250E-2
7.784930863E1,-1.750938892E-1,1.401365280E0,1.469770670E-1
7.785430863E1,-4.299193621E-1,1.273277283E0,1.352862120E-1
7.785930863E1,-6.374300718E-1,1.095799446E0,4.863405228E-2
7.786430863E1,-7.880017161E-1,8.999481201E-1,-9.560489655E-2
7.786930863E1,-8.142588139E-1,6.725158691E-1,-2.146044970E-1
7.787430863E1,-7.496770024E-1,3.760709763E-1,-3.193891048E-1
7.787930863E1,-6.225510240E-1,9.811115265E-2,-3.887574673E-1
7.788430863E1,-4.633567333E-1,-2.550315857E-1,-4.262027740E-1
7.788930863E1,-2.739350796E-1,-6.278076172E-1,-4.334256649E-1
7.789430863E1,-1.185673475E-1,-1.055434227E0,-4.112098217E-1
7.789930863E1,-4.721951485E-2,-1.499189377E0,-4.062813520E-1
7.790430863E1,2.861988544E-2,-1.966879845E0,-3.632404804E-1
7.790930863E1,1.308069229E-1,-2.364468575E0,-3.570724726E-1
7.791430863E1,2.060661316E-1,-2.720067978E0,-4.258279800E-1
7.791930863E1,1.970305443E-1,-3.093812943E0,-5.107445717E-1
7.792430863E1,1.227530241E-1,-3.465882778E0,-6.259992123E-1
7.792930863E1,5.927538872E-2,-3.806986332E0,-7.588890791E-1
7.793430863E1,1.212203503E-2,-4.096246719E0,-8.654906154E-1
7.793930863E1,-4.846453667E-2,-4.329300880E0,-9.606734514E-1
7.794430863E1,-1.358220577E-1,-4.515821457E0,-1.067181706E0
7.794930863E1,-1.824313402E-1,-4.624846458E0,-1.190633535E0
7.795430863E1,-2.168786526E-1,-4.710816383E0,-1.304613352E0
7.795930863E1,-2.452354431E-1,-4.781568050E0,-1.359255314E0
7.796430863E1,-2.759908438E-1,-4.828933239E0,-1.349898577E0
7.796930863E1,-3.468607664E-1,-4.876356125E0,-1.359054208E0
7.797430863E1,-4.015519619E-1,-4.897290230E0,-1.323000908E0
7.797930863E1,-4.579099417E-1,-4.906989098E0,-1.247994900E0
7.798430863E1,-5.449495316E-1,-4.917965412E0,-1.174097896E0
7.798930863E1,-6.628159881E-1,-4.909799099E0,-1.199745297E0
7.799430863E1,-6.924692988E-1,-4.907348156E0,-1.205164790E0
7.799930863E1,-6.390908360E-1,-4.826323509E0,-1.324840546E0
7.800430863E1,-5.594606996E-1,-4.628950119E0,-1.445196390E0
7.800930863E1,-4.406559467E-1,-4.374578476E0,-1.623402357E0
7.801430863E1,-2.913408279E-1,-4.023523808E0,-1.704050422E0
7.801930863E1,-1.670968533E-1,-3.666698933E0,-1.622142673E0
7.802430863E1,-7.899570465E-2,-3.337756157E0,-1.517643332E0
7.802930863E1,2.020835876E-2,-3.044951439E0,-1.358581543E0
7.803430863E1,1.098548174E-1,-2.743138313E0,-1.267481565E0
7.803930863E1,1.695772409E-1,-2.398925304E0,-1.243787169E0
7.804430863E1,2.459312677E-1,-2.068452835E0,-1.273215413E0
7.804930863E1,3.285496235E-1,-1.762027264E0,-1.318662167E0
7.805430863E1,4.376715422E-1,-1.446542740E0,-1.382627964E0
7.805930863E1,5.796260834E-1,-1.078308105E0,-1.355246067E0
7.806430863E1,7.143355608E-1,-6.852264404E-1,-1.353663564E0
7.806930863E1,7.673274279E-1,-3.213577271E-1,-1.284996271E0
7.807430863E1,8.491687775E-1,8.424186707E-2,-1.166931152E0
7.807930863E1,9.891067743E-1,5.696001053E-1,-9.897572994E-1
7.808430863E1,1.098224401E0,1.064637184E0,-7.949870825E-1
7.808930863E1,1.125893712E0,1.503499031E0,-6.106613874E-1
7.809430863E1,1.080531716E0,1.845873833E0,-4.157127142E-1
7.809930863E1,9.607422352E-1,2.187539101E0,-2.434194088E-1
7.810430863E1,7.393990755E-1,2.417630196E0,-4.116654396E-2
7.810930863E1,4.724895954E-1,2.502711296E0,1.605587006E-1
7.811430863E1,2.897384167E-1,2.519795418E0,2.767686844E-1
7.811930863E1,1.903204918E-1,2.546063423E0,3.049907684E-1
7.812430863E1,1.637083292E-1,2.596500397E0,3.510961533E-1
7.812930863E1,2.629269361E-1,2.597517967E0,3.573172092E-1
7.813430863E1,5.067551136E-1,2.468645096E0,1.635155678E-1
7.813930863E1,8.162748814E-1,2.354517937E0,-2.065806389E-1
7.814430863E1,1.056502700E0,2.137133598E0,-5.122795105E-1
7.814930863E1,1.132508516E0,1.802251816E0,-7.450019121E-1
7.815430863E1,1.124745727E0,1.495165825E0,-7.511372566E-1
7.815930863E1,9.607038498E-1,1.317182541E0,-4.311556816E-1
7.816430863E1,7.758213282E-1,1.375626564E0,1.912097931E-1
7.816930863E1,7.487299442E-1,1.769451141E0,8.994898796E-1
7.817430863E1,9.853504896E-1,2.507753372E0,1.473530769E0
7.817930863E1,1.414106965E0,3.438467026E0,1.732335448E0
7.818430863E1,1.762702703E0,4.284674644E0,1.920701861E0
7.818930863E1,1.903842807E0,4.838923454E0,2.100484371E0
7.819430863E1,1.610953569E0,5.051990509E0,2.239016294E0
7.819930863E1,7.999465466E-1,4.863995552E0,2.299274921E0
7.820430863E1,-1.695291996E-1,4.556748390E0,2.347905397E0
7.820930863E1,-1.088047743E0,4.260257721E0,2.408416986E0
7.821430863E1,-1.739086747E0,4.054394722E0,2.414546490E0
7.821930863E1,-2.124024630E0,3.822265625E0,2.471352577E0
7.822430863E1,-2.302878618E0,3.537871361E0,2.515346527E0
7.822930863E1,-2.224971294E0,3.301655769E0,2.656999350E0
7.823430863E1,-1.987680674E0,3.040919304E0,2.950096607E0
7.823930863E1,-1.755417824E0,2.710160255E0,3.218239784E0
7.824430863E1,-1.590176821E0,2.289230347E0,3.419366837E0
7.824930863E1,-1.529932499E0,1.987673759E0,3.385802746E0
7.825430863E1,-1.586582184E0,1.662001610E0,3.227473497E0
7.825930863E1,-1.621622562E0,1.372877121E0,3.131523132E0
7.826430863E1,-1.476374149E0,1.173877716E0,2.961512566E0
7.826930863E1,-1.274610281E0,1.047725677E0,2.750369072E0
7.827430863E1,-1.019071698E0,9.470567703E-1,2.511831522E0
7.827930863E1,-7.214980721E-1,8.930816650E-1,2.137072802E0
7.828430863E1,-3.713018894E-1,9.695596695E-1,1.703002214E0
7.828930863E1,3.056883812E-3,1.018415451E0,1.302292109E0
7.829430863E1,2.829906940E-1,1.069645882E0,1.030716658E0
7.829930863E1,4.227918386E-1,1.090411186E0,8.142435551E-1
7.830430863E1,4.961442947E-1,1.125273705E0,6.634664536E-1
7.830930863E1,5.332596302E-1,1.191143990E0,5.849342346E-1
7.831430863E1,5.613992214E-1,1.237046242E0,5.609598160E-1
7.831930863E1,5.158439875E-1,1.248171806E0,5.884666443E-1
7.832430863E1,4.309976101E-1,1.249772072E0,5.725512505E-1
7.832930863E1,3.187949657E-1,1.243026733E0,5.284845829E-1
7.833430863E1,1.989742517E-1,1.056434631E0,4.425551891E-1
7.833930863E1,1.204992533E-1,8.484840393E-1,3.496880531E-1
7.834430863E1,-8.103489876E-3,5.958051682E-1,2.564318180E-1
7.834930863E1,-1.181613207E-1,2.670993805E-1,1.836476326E-1
7.835430863E1,-1.850372553E-1,-5.707740784E-2,1.602442265E-1
7.835930863E1,-1.842151880E-1,-4.001398087E-1,1.539001465E-1
7.836430863E1,-1.560713053E-1,-7.473106384E-1,1.524019241E-1
7.836930863E1,-1.313949823E-1,-1.076951027E0,6.614947319E-2
7.837430863E1,-7.789361477E-2,-1.406040668E0,-7.511425018E-2
7.837930863E1,-8.567166328E-2,-1.813368320E0,-2.312815189E-1
7.838430863E1,-1.110472679E-1,-2.268252850E0,-3.913607597E-1
7.838930863E1,-1.033385992E-1,-2.638776302E0,-5.745018721E-1
7.839430863E1,-1.395496130E-1,-3.031908035E0,-7.552133799E-1
7.839930863E1,-1.759958267E-1,-3.320443630E0,-1.013888836E0
7.840430863E1,-2.226665020E-1,-3.632681847E0,-1.192689538E0
7.840930863E1,-2.242121696E-1,-3.978022099E0,-1.378300190E0
7.841430863E1,-2.621755600E-1,-4.282555103E0,-1.554139495E0
7.841930863E1,-3.160221577E-1,-4.526595592E0,-1.693141937E0
7.842430863E1,-3.791238666E-1,-4.764445305E0,-1.792294979E0
7.842930863E1,-4.250257611E-1,-4.968019009E0,-1.871343851E0
7.843430863E1,-4.515793324E-1,-5.127136230E0,-1.946236253E0
7.843930863E1,-4.247827530E-1,-5.231048584E0,-2.005832672E0
7.844430863E1,-3.649767637E-1,-5.311805725E0,-2.093845606E0
7.844930863E1,-3.344282508E-1,-5.373145103E0,-2.182022095E0
7.845430863E1,-2.930546403E-1,-5.387768745E0,-2.211615324E0
7.845930863E1,-2.443530560E-1,-5.358756065E0,-2.167216778E0
7.846430863E1,-1.882289648E-1,-5.306338310E0,-2.046255350E0
7.846930863E1,-1.416027546E-1,-5.143648148E0,-1.898845911E0
7.847430863E1,-9.170508385E-2,-4.922937393E0,-1.743166924E0
7.847930863E1,1.020872593E-2,-4.649766445E0,-1.564325571E0
7.848430863E1,1.572291851E-1,-4.374269962E0,-1.383436084E0
7.848930863E1,4.033221006E-1,-4.089753151E0,-1.200406313E0
7.849430863E1,7.220805883E-1,-3.712156773E0,-1.036763191E0
7.849930863E1,1.045365334E0,-3.293036938E0,-9.151055813E-1
7.850430863E1,1.336145997E0,-2.850865841E0,-8.314595222E-1
7.850930863E1,1.553996086E0,-2.450748920E0,-8.003765345E-1
7.851430863E1,1.677975178E0,-2.122976780E0,-8.006209135E-1
7.851930863E1,1.738352895E0,-1.830568790E0,-7.282700539E-1
7.852430863E1,1.777312279E0,-1.584038734E0,-5.264108181E-1
7.852930863E1,1.762174010E0,-1.379930496E0,-3.088396788E-1
7.853430863E1,1.804741025E0,-1.125894547E0,-9.092080593E-2
7.853930863E1,1.880944014E0,-8.001642227E-1,1.799309254E-1
7.854430863E1,2.032868862E0,-4.079360962E-1,4.290077686E-1
7.854930863E1,2.210793734E0,3.562641144E-2,4.785604477E-1
7.855430863E1,2.384267807E0,4.833240509E-1,5.562613010E-1
7.855930863E1,2.531620026E0,8.492031097E-1,7.114233971E-1
7.856430863E1,2.613636494E0,1.172342300E0,9.039325714E-1
7.856930863E1,2.475536346E0,1.455377579E0,1.029744625E0
7.857430863E1,2.397392750E0,1.603413582E0,1.119664431E0
7.857930863E1,2.241699219E0,1.795216560E0,1.304537535E0
7.858430863E1,1.952834368E0,1.937002182E0,1.506587267E0
7.858930863E1,1.701625824E0,1.962553024E0,1.664100409E0
7.859430863E1,1.550943971E0,2.020895004E0,1.634226799E0
7.859930863E1,1.412683606E0,2.200599670E0,1.504981995E0
7.860430863E1,1.347989917E0,2.432647705E0,1.442791939E0
7.860930863E1,1.474110007E0,2.640490532E0,1.398846507E0
7.861430863E1,1.748410344E0,2.721104622E0,1.323494673E0
7.861930863E1,1.941448450E0,2.702585220E0,1.093369603E0
7.862430863E1,1.872172117E0,2.557196617E0,8.144623041E-1
7.862930863E1,1.657308340E0,2.363944054E0,6.038337946E-1
7.863430863E1,1.402556062E0,2.206750870E0,5.965439081E-1
7.863930863E1,1.316328049E0,2.247023582E0,8.159004450E-1
7.864430863E1,1.504645228E0,2.618512154E0,1.210203528E0
7.864930863E1,1.969475389E0,3.336738586E0,1.417315602E0
7.865430863E1,2.388405323E0,4.185882568E0,1.625658035E0
7.865930863E1,2.595397472E0,4.982142448E0,1.627453923E0
7.866430863E1,2.568067312E0,5.573889732E0,1.360173345E0
7.866930863E1,2.135529280E0,5.817073822E0,9.698921442E-1
7.867430863E1,1.106917024E0,5.727733612E0,6.694402695E-1
7.867930863E1,-2.553647757E-1,5.508817673E0,4.936981201E-1
7.868430863E1,-1.713493109E0,5.279201508E0,4.561717510E-1
7.868930863E1,-2.906815529E0,5.161966324E0,3.214321136E-1
7.869430863E1,-3.896520138E0,5.058505058E0,1.291402578E-1
7.869930863E1,-4.733164787E0,5.023991585E0,-3.167212009E-1
7.870430863E1,-5.387940884E0,4.963172913E0,-9.082773328E-1
7.870930863E1,-5.877583981E0,4.747237206E0,-1.506103396E0
7.871430863E1,-6.138916969E0,4.197945595E0,-1.934089661E0
7.871930863E1,-5.999614716E0,3.630002975E0,-2.039895535E0
7.872430863E1,-5.618935585E0,3.170068741E0,-1.835998774E0
7.872930863E1,-5.076624393E0,2.793610573E0,-1.548960209E0
7.873430863E1,-4.344953060E0,2.490909576E0,-1.370416522E0
7.873930863E1,-3.453102827E0,2.199504852E0,-1.257606030E0
7.874430863E1,-2.489448786E0,1.900158882E0,-1.115512133E0
7.874930863E1,-1.527157903E0,1.622051239E0,-1.013873816E0
7.875430863E1,-6.479526162E-1,1.353596687E0,-8.856752515E-1
7.875930863E1,1.002767086E-1,1.125856400E0,-6.703908443E-1
7.876430863E1,6.011781693E-1,8.700780869E-1,-4.289798737E-1
7.876930863E1,8.766885996E-1,6.691493988E-1,-1.397575140E-1
7.877430863E1,1.025236964E0,5.959472656E-1,1.162552834E-1
7.877930863E1,1.107615948E0,5.944862366E-1,3.049772978E-1
7.878430863E1,1.122638226E0,5.679883957E-1,3.343383074E-1
7.878930863E1,1.077837944E0,5.167713165E-1,2.396157980E-1
7.879430863E1,9.833747149E-1,4.599342346E-1,1.291424036E-1
7.879930863E1,7.654553652E-1,4.329805374E-1,1.008627415E-1
7.880430863E1,4.152052402E-1,3.845996857E-1,1.424903870E-1
7.880930863E1,-8.249831200E-2,2.805366516E-1,2.527027130E-1
7.881430863E1,-5.753010511E-1,8.837032318E-2,4.033570290E-1
7.881930863E1,-9.072264433E-1,-5.198097229E-2,4.357596636E-1
7.882430863E1,-1.037267685E0,-1.484336853E-1,3.935396671E-1
7.882930863E1,-1.033534288E0,-2.863502502E-1,3.124182224E-1
7.883430863E1,-8.593295217E-1,-4.573087692E-1,2.117780447E-1
7.883930863E1,-7.361857891E-1,-7.663812637E-1,2.262806892E-1
7.884430863E1,-6.623206735E-1,-1.177092552E0,1.225467920E-1
7.884930863E1,-6.995659471E-1,-1.609391689E0,6.414961815E-2
7.885430863E1,-7.158634663E-1,-2.067917824E0,-1.089251041E-2
7.885930863E1,-6.019700170E-1,-2.547417641E0,-1.045678854E-1
7.886430863E1,-4.306549430E-1,-2.948397160E0,-1.780979633E-1
7.886930863E1,-2.177749872E-1,-3.263612270E0,-3.391277790E-1
7.887430863E1,-9.642314911E-2,-3.569453239E0,-5.366634130E-1
7.887930863E1,2.651810646E-3,-3.898085594E0,-7.141544819E-1
7.888430863E1,8.279895782E-2,-4.170360088E0,-8.848447204E-1
7.888930863E1,9.677028656E-2,-4.415018082E0,-1.027158022E0
7.889430863E1,9.848606586E-2,-4.618495941E0,-1.123837590E0
7.889930863E1,3.555917740E-2,-4.875953674E0,-1.213368177E0
7.890430863E1,2.467060089E-2,-5.026556015E0,-1.364855528E0
7.890930863E1,-1.828896999E-2,-5.161293030E0,-1.492234945E0
7.891430863E1,-1.371854544E-1,-5.278409481E0,-1.606092572E0
7.891930863E1,-2.442145348E-1,-5.406127453E0,-1.732459188E0
7.892430863E1,-3.613899946E-1,-5.484755039E0,-1.914627433E0
7.892930863E1,-4.993649125E-1,-5.512766838E0,-2.075024366E0
7.893430863E1,-6.300843358E-1,-5.482483864E0,-2.139391661E0
7.893930863E1,-7.000420690E-1,-5.410784721E0,-2.129495859E0
7.894430863E1,-7.057695389E-1,-5.292909145E0,-2.018757343E0
7.894930863E1,-6.884944439E-1,-5.114146709E0,-1.855337739E0
7.895430863E1,-7.113221288E-1,-4.911002636E0,-1.699387908E0
7.895930863E1,-7.562422752E-1,-4.676322460E0,-1.548257589E0
7.896430863E1,-7.624725103E-1,-4.405278683E0,-1.412274241E0
7.896930863E1,-7.677828670E-1,-4.104042053E0,-1.254621983E0
7.897430863E1,-7.233597040E-1,-3.768352032E0,-1.102152109E0
7.897930863E1,-6.515834928E-1,-3.465090275E0,-1.017885923E0
7.898430863E1,-5.652431846E-1,-3.130398273E0,-9.888721704E-1
7.898930863E1,-4.555222988E-1,-2.809189796E0,-1.086743832E0
7.899430863E1,-3.064725399E-1,-2.448588371E0,-1.209453940E0
7.899930863E1,-1.198077202E-1,-2.095335960E0,-1.331267715E0
7.900430863E1,9.466552734E-2,-1.718989849E0,-1.420783520E0
7.900930863E1,3.261109591E-1,-1.315173149E0,-1.502210021E0
7.901430863E1,5.563075542E-1,-9.212417603E-1,-1.582719684E0
7.901930863E1,7.701218128E-1,-4.808912277E-1,-1.584493160E0
7.902430863E1,1.019550323E0,5.195522308E-2,-1.459168315E0
7.902930863E1,1.281148791E0,6.266431808E-1,-1.232096672E0
7.903430863E1,1.494382381E0,1.188379288E0,-1.005923033E0
7.903930863E1,1.601764679E0,1.737791061E0,-7.709645033E-1
7.904430863E1,1.605208993E0,2.199772835E0,-4.408851862E-1
7.904930863E1,1.540542126E0,2.498566628E0,-9.280931950E-2
7.905430863E1,1.347359180E0,2.774269104E0,2.896285057E-1
7.905930863E1,1.085581779E0,2.878743172E0,5.443239212E-1
7.906430863E1,7.704609632E-1,2.863717079E0,7.501018047E-1
